time,latitude,longitude,depth,mag,magType,rms,net,id,updated,place,type,status,locationSource,magSource
2019-05-20T19:00:44.270Z,40.5373333,-124.0328333,22.6,2.56,md,0.14,nc,nc73184411,2019-05-21T01:50:03.563Z,"6km ESE of Hydesville, CA",earthquake,reviewed,nc,nc
2019-05-20T18:40:29.660Z,19.2006,-66.2375,25,3.05,md,0.3,pr,pr2019140007,2019-05-20T21:54:04.207Z,"81km N of Brenas, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-20T13:30:57.675Z,62.9886,-151.0363,122.9,3.4,ml,0.44,ak,ak0196fr5rv4,2019-05-21T03:30:37.381Z,"88km NNW of Talkeetna, Alaska",earthquake,automatic,ak,ak
2019-05-20T13:12:01.520Z,18.1978,-68.2666,85,2.63,md,0.47,pr,pr2019140005,2019-05-20T17:16:35.825Z,"41km ESE of Boca de Yuma, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-20T13:03:18.350Z,32.9741667,-116.2805,4.29,2.59,ml,0.19,ci,ci38600016,2019-05-22T08:17:58.597Z,"23km SW of Ocotillo Wells, CA",earthquake,reviewed,ci,ci
2019-05-20T11:28:48.513Z,50.1702,-179.5923,13.4,2.7,ml,0.71,us,us70003nmg,2019-05-23T13:16:03.040Z,"126km SSW of Amatignak Island, Alaska",earthquake,reviewed,ak,ak
2019-05-20T11:18:32.757Z,-31.4861,-69.8663,102.26,5.6,mww,1.14,us,us70003nha,2019-05-21T16:37:25.040Z,"46km WSW of Calingasta, Argentina",earthquake,reviewed,us,us
2019-05-20T11:15:44.380Z,40.437,-125.2878333,24.34,3,ml,0.19,nc,nc73184251,2019-05-21T17:26:19.379Z,"86km W of Petrolia, CA",earthquake,reviewed,nc,nc
2019-05-20T10:18:04.270Z,52.8008,-172.4452,165.96,4.5,mb,1.19,us,us70003ngw,2019-05-21T06:20:35.040Z,"87km WNW of Amukta Island, Alaska",earthquake,reviewed,us,us
2019-05-20T09:27:32.957Z,7.6231,-37.3755,10,4.8,mb,0.73,us,us70003ngr,2019-05-20T09:50:28.040Z,Central Mid-Atlantic Ridge,earthquake,reviewed,us,us
2019-05-20T08:39:22.710Z,18.1691,-67.3576,17,2.83,md,0.33,pr,pr2019140003,2019-05-20T08:52:39.445Z,"20km WNW of Puerto Real, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-20T07:34:11.427Z,-18.1965,167.7434,10,4.6,mb,0.67,us,us70003nn6,2019-05-20T23:00:02.297Z,"79km SW of Port-Vila, Vanuatu",earthquake,reviewed,us,us
2019-05-20T06:58:55.072Z,36.3323,71.2423,100.82,4.4,mb,0.65,us,us70003nfh,2019-05-20T13:23:51.040Z,"46km SW of Ashkasham, Afghanistan",earthquake,reviewed,us,us
2019-05-20T06:20:35.441Z,19.1179,120.3863,10,4.9,mb,1.16,us,us70003nf7,2019-05-22T16:21:44.000Z,"72km NNW of Burgos, Philippines",earthquake,reviewed,us,us
2019-05-20T06:02:15.143Z,-6.8279,154.6331,10,5.1,mww,0.97,us,us70003nf1,2019-05-21T18:02:16.040Z,"109km WSW of Panguna, Papua New Guinea",earthquake,reviewed,us,us
2019-05-20T04:52:42.962Z,2.5169,128.2814,10,4.6,mb,0.87,us,us70003net,2019-05-20T21:44:46.040Z,"92km NNE of Tobelo, Indonesia",earthquake,reviewed,us,us
2019-05-20T04:36:18.955Z,63.599,-149.942,133.6,2.7,ml,0.4,ak,ak0196flu2qg,2019-05-20T04:54:54.040Z,"54km WNW of Cantwell, Alaska",earthquake,automatic,ak,ak
2019-05-20T04:25:01.560Z,19.4171,-65.5046,41,2.66,md,0.29,pr,pr2019140002,2019-05-20T07:19:45.594Z,"115km NNE of Vieques, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-20T04:15:54.290Z,-25.9988,-175.2502,10,5,mb,0.82,us,us70003neh,2019-05-20T04:37:45.040Z,South of Tonga,earthquake,reviewed,us,us
2019-05-20T03:34:58.180Z,18.2713,-68.9751,150,2.89,md,0.13,pr,pr2019140001,2019-05-20T21:27:28.040Z,"25km S of La Romana, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-20T02:15:44.700Z,19.3468333,-155.1858333,5.82,3.01,ml,0.11,hv,hv70960486,2019-05-21T09:09:57.345Z,"10km SSE of Volcano, Hawaii",earthquake,reviewed,hv,hv
2019-05-20T01:28:08.574Z,-6.5638,154.6302,10,4.7,mb,1.03,us,us70003ndm,2019-05-20T02:15:13.040Z,"98km WSW of Panguna, Papua New Guinea",earthquake,reviewed,us,us
2019-05-20T01:15:48.147Z,-6.7076,154.7092,10,5,mb,1.19,us,us70003ndj,2019-05-21T18:08:11.040Z,"96km WSW of Panguna, Papua New Guinea",earthquake,reviewed,us,us
2019-05-20T00:42:52.170Z,18.7313,-64.6058,51,2.49,md,0.2,pr,pr2019140000,2019-05-20T05:21:55.040Z,"68km N of Road Town, British Virgin Islands",earthquake,reviewed,pr,pr
2019-05-20T00:38:34.950Z,19.239,-155.3976667,32.56,2.73,ml,0.11,hv,hv70960336,2019-05-24T04:51:55.040Z,"9km ENE of Pahala, Hawaii",earthquake,reviewed,hv,hv
2019-05-20T00:30:11.351Z,36.3334,71.0381,114.5,4.4,mwr,0.76,us,us70003ndc,2019-05-20T00:58:30.040Z,"41km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,reviewed,us,us
2019-05-20T00:17:42.540Z,35.0083333,-118.3671667,7.7,2.91,ml,0.17,ci,ci38599720,2019-05-20T20:16:33.360Z,"16km SSE of Tehachapi, CA",earthquake,reviewed,ci,ci
2019-05-19T23:48:24.750Z,18.0566,-68.5498,77,2.47,md,0.53,pr,pr2019139007,2019-05-20T05:23:28.040Z,"59km S of Boca de Yuma, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-19T21:27:33.970Z,52.3471,178.4826,16.2,2.9,ml,0.48,ak,ak0196e8d97s,2019-05-22T22:43:26.796Z,"44km N of Little Sitkin Island, Alaska",earthquake,reviewed,ak,ak
2019-05-19T18:51:05.820Z,-19.4627,-177.2867,388.89,4.7,mb,1.14,us,us70003nar,2019-05-19T20:23:25.040Z,"197km NE of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-05-19T17:57:19.446Z,14.8402,-93.5009,43.54,4.3,mb,1.39,us,us70003nag,2019-05-20T20:13:03.743Z,"92km SW of Mapastepec, Mexico",earthquake,reviewed,us,us
2019-05-19T16:35:31.286Z,2.3974,-84.1952,10,4.6,mb,0.85,us,us70003n9w,2019-05-19T17:01:56.040Z,Off the coast of Central America,earthquake,reviewed,us,us
2019-05-19T16:23:41.110Z,44.9975,-123.8413333,44.02,3.57,ml,0.21,uw,uw61523381,2019-05-22T04:16:59.106Z,"4km ESE of Rose Lodge, Oregon",earthquake,reviewed,uw,uw
2019-05-19T15:47:54.313Z,54.9873,165.8921,10,4.9,mb,0.68,us,us70003n9m,2019-05-19T16:17:28.040Z,"23km SSW of Nikol'skoye, Russia",earthquake,reviewed,us,us
2019-05-19T15:43:56.813Z,-23.9164,-67.9408,131.94,4.2,mb,0.39,us,us70003n9l,2019-05-20T11:43:21.252Z,"114km SSE of San Pedro de Atacama, Chile",earthquake,reviewed,us,us
2019-05-19T15:08:19.283Z,-24.2951,-67.096,180.42,4.6,mb,0.72,us,us70003n99,2019-05-19T16:01:02.040Z,"79km W of San Antonio de los Cobres, Argentina",earthquake,reviewed,us,us
2019-05-19T15:06:17.476Z,-21.6002,169.6868,10,4.9,mb,1.11,us,us70003n9b,2019-05-19T16:19:41.040Z,"186km E of Tadine, New Caledonia",earthquake,reviewed,us,us
2019-05-19T14:56:50.705Z,-21.5843,169.4581,20,6.2,mww,1.01,us,us70003n96,2019-05-21T16:03:09.040Z,"163km E of Tadine, New Caledonia",earthquake,reviewed,us,us
2019-05-19T14:50:11.162Z,32.6227,132.3153,35,4.5,mb,0.92,us,us70003n95,2019-05-20T11:52:22.947Z,"52km SW of Sukumo, Japan",earthquake,reviewed,us,us
2019-05-19T14:27:10.909Z,-21.7298,169.564,10,5.9,mww,1.1,us,us70003n8z,2019-05-21T16:20:31.040Z,"175km E of Tadine, New Caledonia",earthquake,reviewed,us,us
2019-05-19T11:48:33.604Z,-60.4402,-26.7865,10,5.1,mb,0.52,us,us70003n8j,2019-05-19T12:03:30.040Z,"157km S of Bristol Island, South Sandwich Islands",earthquake,reviewed,us,us
2019-05-19T11:12:48.090Z,19.5705,-64.7416,101,2.76,md,0.26,pr,pr2019139005,2019-05-22T06:40:43.040Z,"152km N of Road Town, British Virgin Islands",earthquake,reviewed,pr,pr
2019-05-19T10:49:11.830Z,36.538,-120.3351667,7.15,3.1,ml,0.18,nc,nc73183846,2019-05-21T17:30:38.142Z,"4km NNW of Cantua Creek, CA",earthquake,reviewed,nc,nc
2019-05-19T10:43:19.111Z,36.9958,-104.9464,7.67,3.8,mwr,0.49,us,us70003n7x,2019-05-20T10:44:48.321Z,"44km WSW of Trinidad, Colorado",earthquake,reviewed,us,us
2019-05-19T10:23:49.508Z,-1.6607,137.0646,33.35,4.4,mb,1.33,us,us70003n7v,2019-05-19T13:13:16.040Z,"257km NE of Nabire, Indonesia",earthquake,reviewed,us,us
2019-05-19T10:09:23.459Z,56.0599,-149.6574,10,3.8,mb,0.75,us,us70003n7t,2019-05-22T22:42:08.963Z,"255km SE of Kodiak, Alaska",earthquake,reviewed,us,us
2019-05-19T09:51:51.630Z,50.5744,-1.8646,10,3,ml,1.31,us,us70003n8n,2019-05-20T21:34:00.216Z,"7km ESE of Swanage, United Kingdom",earthquake,reviewed,us,us
2019-05-19T09:09:13.050Z,18.8668,-67.312,6,2.68,md,0.53,pr,pr2019139003,2019-05-19T12:54:48.810Z,"47km NNW of San Antonio, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-19T08:47:02.029Z,-9.7662,119.0351,10,4.4,mb,0.59,us,us70003n73,2019-05-19T09:13:31.040Z,"10km S of Panenggoede, Indonesia",earthquake,reviewed,us,us
2019-05-19T08:26:53.807Z,52.8727,-162.2428,26.1,2.8,ml,0.73,ak,ak0196e0mebt,2019-05-22T22:42:02.437Z,"233km SSE of False Pass, Alaska",earthquake,reviewed,ak,ak
2019-05-19T08:16:54.166Z,56.058,-149.7131,25.2,2.8,ml,0.9,ak,ak0196e0kef3,2019-05-22T22:42:01.673Z,"253km SE of Kodiak, Alaska",earthquake,reviewed,ak,ak
2019-05-19T08:06:18.471Z,51.8124,-169.4493,41.5,2.7,ml,0.8,ak,ak0196e0i231,2019-05-22T22:42:00.234Z,"124km SE of Yunaska Island, Alaska",earthquake,reviewed,ak,ak
2019-05-19T07:32:26.542Z,52.1109,179.7183,37.8,2.8,ml,0.29,ak,ak0196e027ta,2019-05-22T22:41:56.833Z,"19km NNE of Semisopochnoi Island, Alaska",earthquake,reviewed,ak,ak
2019-05-19T07:01:54.124Z,61.3261,-149.9986,39.3,4.1,ml,0.8,ak,ak0196dzvlpi,2019-05-22T22:54:13.155Z,"12km NNW of Anchorage, Alaska",earthquake,reviewed,ak,ak
2019-05-19T06:16:07.041Z,-10.329,119.2106,12.77,5.1,mb,0.94,us,us70003n65,2019-05-19T06:36:30.040Z,"65km S of Bogorawatu, Indonesia",earthquake,reviewed,us,us
2019-05-19T06:12:20.461Z,-23.9063,-66.8217,197.42,4.5,mb,0.91,us,us70003n64,2019-05-19T07:38:24.040Z,"61km NW of San Antonio de los Cobres, Argentina",earthquake,reviewed,us,us
2019-05-19T06:02:22.060Z,18.13,-68.1123,83,3,md,0.2,pr,pr2019139001,2019-05-19T10:58:48.040Z,"57km ESE of Boca de Yuma, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-19T05:36:30.942Z,60.5186,-141.523,11.9,2.6,ml,0.72,ak,ak0196dyw6tk,2019-05-22T22:41:49.897Z,"60km NE of Cape Yakataga, Alaska",earthquake,reviewed,ak,ak
2019-05-19T04:19:55.493Z,29.6978,51.2385,10,4.2,mb,0.95,us,us70003n5u,2019-05-19T05:08:25.040Z,"41km WNW of Kazerun, Iran",earthquake,reviewed,us,us
2019-05-19T04:00:31.997Z,62.2302,-151.9928,2.9,2.8,ml,0.88,ak,ak0196dy31is,2019-05-22T22:41:43.333Z,"96km W of Talkeetna, Alaska",earthquake,reviewed,ak,ak
2019-05-19T02:58:49.841Z,29.2446,-97.5641,5,2.5,mb_lg,0.85,us,us70003n5e,2019-05-24T22:28:18.905Z,"19km E of Nixon, Texas",earthquake,reviewed,us,us
2019-05-19T01:23:29.130Z,-21.6713,169.8042,20,6.3,mww,1.21,us,us70003n4z,2019-05-21T15:57:01.040Z,"199km E of Tadine, New Caledonia",earthquake,reviewed,us,us
2019-05-18T23:32:32.666Z,-20.1649,-69.2856,105.25,4,mb,0.7,us,us70003n4i,2019-05-25T03:43:02.547Z,"89km E of Iquique, Chile",earthquake,reviewed,us,us
2019-05-18T20:43:58.484Z,43.4007,-126.8605,10,4.2,mb,0.97,us,us70003n3n,2019-05-25T03:57:00.608Z,"201km W of Bandon, Oregon",earthquake,reviewed,us,us
2019-05-18T20:35:31.077Z,-2.9251,129.9853,10,4.9,mb,0.63,us,us70003n3j,2019-05-25T04:08:45.040Z,"127km ENE of Amahai, Indonesia",earthquake,reviewed,us,us
2019-05-18T20:25:43.241Z,46.2201,150.6956,115.98,4.4,mb,0.51,us,us70003n3i,2019-05-18T22:02:58.040Z,"244km ENE of Kuril'sk, Russia",earthquake,reviewed,us,us
2019-05-18T19:22:44.108Z,-24.2568,-67.2192,189.83,4.1,mb,1.05,us,us70003n35,2019-05-25T02:56:52.040Z,"91km W of San Antonio de los Cobres, Argentina",earthquake,reviewed,us,us
2019-05-18T19:19:48.712Z,-18.0862,-178.2154,579.14,4,mb,0.4,us,us60003rrr,2019-05-25T02:49:07.040Z,"288km N of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-05-18T17:56:24.922Z,43.3079,146.9218,51.04,4.5,mb,0.49,us,us70003n2g,2019-05-21T19:06:09.040Z,"57km SSE of Shikotan, Russia",earthquake,reviewed,us,us
2019-05-18T17:56:12.859Z,35.1069,-95.3918,15.08,2.5,mb_lg,0.46,us,us70003n28,2019-05-21T18:48:30.040Z,"2km SW of Quinton, Oklahoma",earthquake,reviewed,us,us
2019-05-18T16:38:31.805Z,23.9882,122.2065,10,4.4,mb,0.48,us,us70003n1l,2019-05-18T18:39:59.040Z,"61km E of Hualian, Taiwan",earthquake,reviewed,us,us
2019-05-18T16:29:59.815Z,31.6696,-104.3219,5,2.6,mb_lg,0.23,us,us70003n1e,2019-05-18T18:36:52.040Z,"68km W of Mentone, Texas",earthquake,reviewed,us,us
2019-05-18T14:58:30.917Z,-5.2595,152.6744,10,5.1,mb,1.16,us,us70003n15,2019-05-18T15:42:14.502Z,"96km SSW of Taron, Papua New Guinea",earthquake,reviewed,us,us
2019-05-18T14:51:28.870Z,37.428,-118.545,10.1,2.91,ml,0.06,nc,nc73183581,2019-05-21T04:03:03.476Z,"5km ENE of Round Valley, CA",earthquake,reviewed,nc,nc
2019-05-18T12:16:56.830Z,19.1828,-68.5015,49,3.08,md,0.23,pr,pr2019138005,2019-05-18T15:50:28.811Z,"61km ENE of Miches, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-18T10:58:02.440Z,19.3078333,-155.2455,7.56,2.45,ml,0.09,hv,hv70958076,2019-05-21T20:00:00.720Z,"13km S of Volcano, Hawaii",earthquake,reviewed,hv,hv
2019-05-18T10:46:14.874Z,66.3043,-156.9496,0,2.5,ml,0.95,ak,ak0196cee489,2019-05-18T11:07:34.040Z,"67km S of Kobuk, Alaska",earthquake,automatic,ak,ak
2019-05-18T09:55:36.755Z,36.7015,-97.6645,5,3.6,mb_lg,0.13,us,us70003mzp,2019-05-19T09:56:59.644Z,"13km SSE of Medford, Oklahoma",earthquake,reviewed,us,us
2019-05-18T08:28:31.590Z,36.6982,-97.692,7.66,2.5,mb_lg,0.26,us,us70003myw,2019-05-19T04:48:39.040Z,"12km SSE of Medford, Oklahoma",earthquake,reviewed,us,us
2019-05-18T08:16:10.946Z,48.2527,154.4133,57.42,4.5,mb,0.67,us,us70003mys,2019-05-18T10:18:29.040Z,"296km SSW of Severo-Kuril'sk, Russia",earthquake,reviewed,us,us
2019-05-18T07:53:37.880Z,38.8923,74.8835,35,4.4,mb,1.02,us,us70003mya,2019-05-18T09:11:47.040Z,"113km WSW of Kashi, China",earthquake,reviewed,us,us
2019-05-18T07:48:18.413Z,29.6908,52.0167,10,4.6,mb,0.82,us,us70003my9,2019-05-19T04:47:18.562Z,"35km ENE of Kazerun, Iran",earthquake,reviewed,us,us
2019-05-18T07:42:41.000Z,17.98,-68.0708,60,3.04,md,0.2,pr,pr2019138004,2019-05-19T04:46:46.040Z,"59km SE of Boca de Yuma, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-18T07:38:08.670Z,18.1848,-68.0283,56,2.5,md,0.3,pr,pr2019138003,2019-05-18T13:43:37.272Z,"59km SE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-18T06:53:10.109Z,60.021,-147.0965,13.6,2.5,ml,0.65,ak,ak0196cc1vif,2019-05-18T09:02:46.040Z,"78km NNW of Middleton Island, Alaska",earthquake,automatic,ak,ak
2019-05-18T06:07:19.153Z,-40.4305,176.7861,48.82,4.2,mb,0.4,us,us70003mxw,2019-05-18T06:45:15.040Z,"70km NE of Castlepoint, New Zealand",earthquake,reviewed,us,us
2019-05-18T04:59:42.185Z,-18.0538,-177.8949,604.93,4.2,mb,0.93,us,us60003rr6,2019-05-25T02:59:41.040Z,"299km NNE of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-05-18T04:39:01.466Z,11.6016,125.6176,35,4.6,mb,0.77,us,us60003rr5,2019-05-25T02:47:34.040Z,"16km E of Lalauigan, Philippines",earthquake,reviewed,us,us
2019-05-18T03:55:39.562Z,-4.8282,-75.0735,35,4.5,mb,0.96,us,us70003mxi,2019-05-18T04:28:26.040Z,"79km ENE of Lagunas, Peru",earthquake,reviewed,us,us
2019-05-18T03:43:30.028Z,-34.6964,76.2859,10,4.6,mb,0.82,us,us60003rr4,2019-05-25T02:37:11.040Z,Mid-Indian Ridge,earthquake,reviewed,us,us
2019-05-18T03:00:09.159Z,-21.061,-178.6814,598.15,4.5,mb,0.96,us,us60003rr3,2019-05-25T03:13:11.040Z,"45km S of Ndoi Island, Fiji",earthquake,reviewed,us,us
2019-05-18T02:52:25.970Z,-33.311,-70.3431,98.23,4.2,mwr,0.31,us,us70003mx8,2019-05-18T07:16:08.195Z,"27km NE of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",earthquake,reviewed,us,guc
2019-05-18T02:34:38.090Z,18.0548,-68.4291,96,3.13,md,0.43,pr,pr2019138001,2019-05-18T03:54:15.040Z,"44km SSE of Boca de Yuma, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-18T01:51:30.078Z,-9.4947,108.6653,10,5.6,mww,1.41,us,us70003mw2,2019-05-19T16:42:00.040Z,"187km S of Sindangsari, Indonesia",earthquake,reviewed,us,us
2019-05-18T01:29:33.339Z,-16.9152,-174.1217,54.52,4.6,mb,0.77,us,us60003rqz,2019-05-25T01:41:52.040Z,"113km SSW of Hihifo, Tonga",earthquake,reviewed,us,us
2019-05-18T01:22:50.209Z,58.243,-154.8789,0,2.5,ml,0.61,ak,ak0196c8w5dx,2019-05-21T15:42:47.170Z,"94km NW of Larsen Bay, Alaska",earthquake,automatic,ak,ak
2019-05-18T01:18:03.020Z,38.9378,141.7729,77.64,4.8,mb,0.94,us,usd000a26m,2019-05-18T12:28:19.589Z,"15km SSE of Ofunato, Japan",earthquake,reviewed,us,us
2019-05-18T00:32:59.039Z,-3.5306,139.7562,35,4.3,mb,1.33,us,us60003rqx,2019-05-25T04:09:16.040Z,"135km SW of Abepura, Indonesia",earthquake,reviewed,us,us
2019-05-18T00:26:18.586Z,-24.6701,-177.211,140.48,4.4,mb,0.55,us,us60003rqw,2019-05-25T04:20:01.040Z,South of the Fiji Islands,earthquake,reviewed,us,us
2019-05-18T00:14:33.059Z,51.2758,-177.9762,35,4.3,mb,0.9,us,us70003mvl,2019-05-19T21:53:06.272Z,"68km S of Tanaga Volcano, Alaska",earthquake,reviewed,us,us
2019-05-17T23:02:32.774Z,-3.2468,139.8705,35,5,mb,0.65,us,us70003mv5,2019-05-18T03:35:34.310Z,"104km SW of Abepura, Indonesia",earthquake,reviewed,us,us
2019-05-17T22:37:47.788Z,-4.5834,153.0098,21,5.9,mww,0.64,us,us70003mus,2019-05-24T04:50:20.012Z,"13km S of Taron, Papua New Guinea",earthquake,reviewed,us,us
2019-05-17T22:24:52.486Z,45.2046,124.6114,16.53,4.8,mb,0.77,us,us70003mum,2019-05-20T05:23:14.512Z,"16km W of Fuyu, China",earthquake,reviewed,us,us
2019-05-17T22:07:13.940Z,19.0411,-68.1371,80,2.78,md,0.01,pr,pr2019137009,2019-05-18T03:03:52.040Z,"65km NNE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-17T21:08:56.710Z,19.3038333,-155.2145,6.6,2.45,ml,0.11,hv,hv70957291,2019-05-17T23:26:08.330Z,"14km S of Volcano, Hawaii",earthquake,reviewed,hv,hv
2019-05-17T20:57:25.957Z,69.0746,-146.4526,0.1,2.9,ml,0.91,ak,ak0196awvhjg,2019-05-18T15:13:18.040Z,"105km NNW of Arctic Village, Alaska",earthquake,automatic,ak,ak
2019-05-17T20:33:14.931Z,36.6676,-97.6958,5,4.4,mwr,1.21,us,usd000a245,2019-05-23T16:51:22.343Z,"15km SSE of Medford, Oklahoma",earthquake,reviewed,us,us
2019-05-17T20:21:21.070Z,37.33,-115.1558,3.4,2.5,ml,0.11,nn,nn00685156,2019-05-17T20:25:10.151Z,"3km S of Alamo, Nevada",earthquake,automatic,nn,nn
2019-05-17T19:49:39.095Z,39.6404,75.7201,52.84,4.3,mb,0.84,us,us70003mpy,2019-05-18T16:38:30.040Z,"30km NW of Kashi, China",earthquake,reviewed,us,us
2019-05-17T19:19:19.961Z,61.5447,-140.6477,5,2.7,ml,0.69,us,us70003mph,2019-05-18T15:59:36.040Z,"190km WNW of Haines Junction, Canada",earthquake,reviewed,us,us
2019-05-17T19:05:20.240Z,7.8097,94.2357,10,5.1,mb,1.07,us,usd000a22m,2019-05-17T19:25:09.040Z,"102km E of Mohean, India",earthquake,reviewed,us,us
2019-05-17T18:36:57.920Z,19.0758,-68.188,94,3.69,md,1.14,pr,pr2019137008,2019-05-21T18:32:10.040Z,"63km NNE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-17T17:08:01.333Z,40.6665,-127.191,12.13,3.3,ml,0.68,us,us70003mn1,2019-05-21T18:29:02.122Z,"247km W of Ferndale, California",earthquake,reviewed,us,us
2019-05-17T17:02:34.367Z,7.5673,94.4016,10,4.3,mb,0.77,us,usd000a21l,2019-05-17T18:07:50.040Z,"127km ESE of Mohean, India",earthquake,reviewed,us,us
2019-05-17T17:02:31.593Z,18.4962,-70.6041,16.97,3.9,ml,1.06,us,us70003n6s,2019-05-21T18:14:31.232Z,"5km NE of Estebania, Dominican Republic",earthquake,reviewed,us,us
2019-05-17T15:35:57.413Z,55.9593,-158.0603,60,2.5,ml,0.64,ak,ak0196atro7t,2019-05-17T15:41:23.977Z,"54km SE of Chignik Lake, Alaska",earthquake,automatic,ak,ak
2019-05-17T15:18:18.017Z,2.708,128.7106,211.98,4.6,mb,1.12,us,us70003mk2,2019-05-17T18:01:23.040Z,"133km NE of Tobelo, Indonesia",earthquake,reviewed,us,us
2019-05-17T14:49:57.353Z,62.8768,-150.8197,92.4,3,ml,0.7,ak,ak0196at98l0,2019-05-24T07:49:37.040Z,"71km NNW of Talkeetna, Alaska",earthquake,automatic,ak,ak
2019-05-17T14:16:23.283Z,-19.8379,-70.2925,81.73,5,mww,1.15,us,us70003mi2,2019-05-17T16:26:39.552Z,"45km NNW of Iquique, Chile",earthquake,reviewed,us,us
2019-05-17T14:00:40.445Z,27.9437,139.8477,450.04,4.5,mb,0.66,us,us70003mhw,2019-05-17T14:14:24.040Z,"252km WNW of Chichi-shima, Japan",earthquake,reviewed,us,us
2019-05-17T11:45:56.820Z,18.3585,-66.0948,99,2.67,md,0.09,pr,pr2019137006,2019-05-17T15:05:14.800Z,"1km E of Guaynabo, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-17T11:23:52.662Z,11.3926,48.1881,10,4.6,mb,0.88,us,us70003mh5,2019-05-24T10:17:47.040Z,"25km N of Laasqoray, Somalia",earthquake,reviewed,us,us
2019-05-17T10:51:31.850Z,18.9271,-65.0708,41,2.49,md,0.26,pr,pr2019137005,2019-05-17T12:47:53.156Z,"66km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,reviewed,pr,pr
2019-05-17T09:09:30.785Z,-20.5289,-175.7885,162.45,4.5,mb,1.27,us,us70003mgt,2019-05-17T10:10:54.040Z,"90km NW of Nuku`alofa, Tonga",earthquake,reviewed,us,us
2019-05-17T08:26:22.886Z,-31.6942,-69.6277,115.46,4.3,mb,0.77,us,us70003mg8,2019-05-18T04:37:29.040Z,"45km SSW of Calingasta, Argentina",earthquake,reviewed,us,us
2019-05-17T08:23:37.084Z,27.9226,84.6955,10,4.7,mb,1.06,us,us70003mg6,2019-05-17T13:12:49.249Z,"37km NE of Bharatpur, Nepal",earthquake,reviewed,us,us
2019-05-17T08:21:05.480Z,19.0043,-68.2433,13,2.49,md,0.24,pr,pr2019137004,2019-05-17T12:47:44.268Z,"49km NNE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr
2019-05-17T07:14:46.743Z,62.2597,-151.3765,86.9,2.5,ml,0.53,ak,ak0196aovohx,2019-05-18T04:34:48.040Z,"66km W of Talkeetna, Alaska",earthquake,automatic,ak,ak
2019-05-17T06:39:12.825Z,11.3614,-86.8801,48.06,4,mb,0.76,us,us70003mfj,2019-05-18T04:46:34.040Z,"61km SW of Masachapa, Nicaragua",earthquake,reviewed,us,us
2019-05-17T05:51:18.970Z,18.1948,-65.5445,1,2.61,md,0.53,pr,pr2019137003,2019-05-17T07:11:51.724Z,"11km WNW of Vieques, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-17T05:27:28.116Z,-35.0644,-74.0443,10,5.2,mww,1.11,us,us70003mev,2019-05-20T11:43:10.642Z,"151km W of Constitucion, Chile",earthquake,reviewed,us,us
2019-05-17T05:11:03.890Z,56.7906,-155.6252,21.7,2.6,ml,0.83,ak,ak0196ano2v8,2019-05-17T06:09:28.040Z,"107km N of Chirikof Island, Alaska",earthquake,automatic,ak,ak
2019-05-17T04:42:15.291Z,69.0653,-146.4667,3.6,3.1,ml,0.91,ak,ak0196an9b8m,2019-05-17T04:55:05.553Z,"111km NNW of Arctic Village, Alaska",earthquake,automatic,ak,ak
2019-05-17T03:40:18.682Z,58.3147,-138.0035,7.5,2.5,ml,0.89,ak,ak0196amnhha,2019-05-17T21:36:29.040Z,"133km W of Gustavus, Alaska",earthquake,reviewed,ak,ak
2019-05-17T03:27:03.956Z,-3.8142,152.8414,10,4.8,mb,1.12,us,us60003rpw,2019-05-25T00:29:11.040Z,"48km ESE of Namatanai, Papua New Guinea",earthquake,reviewed,us,us
2019-05-17T03:22:33.880Z,18.9206,-67.3798,8,2.54,md,0.31,pr,pr2019137002,2019-05-17T07:11:39.580Z,"55km NNW of San Antonio, Puerto Rico",earthquake,reviewed,pr,pr
2019-05-17T03:16:07.086Z,57.2483,-142.7317,10,2.5,ml,0.88,us,us70003mmz,2019-05-17T21:35:02.040Z,Gulf of Alaska,earthquake,reviewed,us,us
